Plate,Group,Treatment,Day,Location,Well ID,Sample ID,Standard,sCD40L,hEGF,hEotaxin,hFGF-2,hFLT-3L,hFractalkine,hG-CSF,hGM-CSF,hGROa,hIFNa2,hIFNy,hIL-1a,hIL-1b,hIL-1RA,hIL-2,hIL-3,hIL-4,hIL-5,hIL-6,hIL-7,hIL-8,hIL-9,hIL-10,hIL-12(p40),hIL-12(p70),hIL-13,hIL-15,hIL-17A,hIL-17E/IL-25,hIL-17F,hIL-18,hIL-22,hIL-27,hIP-10,hMCP-1,hMCP-3,hM-CSF,hMDC,hMIG/CXCL9,hMIP-1a,hMIP-1b,hPDGF-AA,hPDGF-AB/BB,hRANTES,hTGFa,hTNFa,hTNFb,hVEGF-A
Plate 1,mgh1_dual_22,Dual,22,M14,186,,Standard Curve Group 1,148.3135,14.48128,6.637106,327.2572,2.005257,-,15.17216,97.39335,1.463737,5.821192,4.037415,2.224252,4.71814,2.60494,1.627617,0.980537,1.726644,0.449322,1.333716,2.521661,0.190086,-,5.255185,-,-,-,18.47274,10.31485,137.3436,-,-,50.29742,297.515,10.91135,27.07055,32.15716,-,0.62467,-,-,-,9.148876,792.0758,1.006735,2.8862,3.496956,7.92845,16.15407
Plate 1,mgh1_dual_22,Dual,22,M15,187,,Standard Curve Group 1,147.9193,15.38096,6.430026,333.9382,2.524811,-,16.56203,137.3527,0.933742,6.103495,4.436781,2.458743,5.308668,2.838311,1.608125,1.769998,2.44464,0.626602,1.307175,7.119486,0.216528,-,5.288026,-,-,-,18.59107,11.28062,148.1257,-,-,51.662,380.4271,13.48259,28.0895,34.30547,-,0.985253,-,-,-,10.72453,910.8982,1.353481,3.315416,4.210891,9.403278,19.69047
Plate 1,mgh1_dual_22,Dual,22,M16,188,,Standard Curve Group 1,-,14.76785,7.280582,326.2477,2.185808,-,17.44046,203.7196,1.450497,8.282356,4.510351,5.260753,3.464094,2.916616,1.502385,2.11914,1.903684,-,1.329186,9.707557,0.340973,-,5.163587,-,-,-,19.90147,9.281364,144.0462,-,-,52.11759,328.3293,12.50343,28.09473,34.23058,-,0.868514,-,-,-,10.44282,816.8983,1.15437,2.639994,6.236378,9.413275,17.48485
Plate 1,mgh1_dual_22,Dual,22,M17,189,,Standard Curve Group 1,-,16.00861,4.285156,342.0754,2.047385,-,13.48644,189.7759,-,7.619583,3.794786,3.079201,5.237643,-,1.740262,1.616274,1.914999,-,1.243752,13.64326,0.224759,-,5.707582,-,-,-,18.96134,12.08298,159.4502,17.9485,-,54.84898,316.9667,13.72597,27.88036,33.01728,-,0.818266,-,-,-,10.17678,869.8947,1.218562,2.876019,5.577916,8.083141,17.07269
Plate 1,mgh1_dual_22,Dual,22,M18,190,,Standard Curve Group 1,134.6826,17.70513,7.860965,354.0954,2.334811,-,18.38686,138.0411,0.874764,7.087118,3.158109,2.86833,4.202429,-,1.953047,2.434215,2.216069,0.467106,1.313693,10.29271,-,-,6.089151,-,-,-,20.17491,10.99292,137.059,-,-,55.82599,366.4463,12.46408,27.07951,36.46971,-,0.720875,-,-,-,10.86639,839.2733,1.207239,3.098841,5.598076,11.52785,14.09353
Plate 1,mgh1_dual_24,Dual,24,M19,191,,Standard Curve Group 1,120.371,16.95526,9.645284,344.6071,2.244599,-,16.71882,128.0642,1.128455,8.327504,3.523525,2.418973,4.598182,2.512343,2.06113,1.593134,2.1921,-,1.130741,6.660625,0.142527,-,4.836871,-,-,-,20.0285,9.655895,167.6443,-,-,51.46835,403.2818,13.77763,26.34657,33.37803,-,0.882472,-,-,-,11.12107,860.827,1.126091,3.053032,6.294843,9.320435,18.08367
Plate 1,mgh1_dual_24,Dual,24,M20,192,,Standard Curve Group 1,140.7061,19.13212,-,359.4102,2.180448,-,19.87508,189.2377,1.486148,7.29263,3.55568,2.162017,5.891053,-,1.857816,2.215831,2.47142,-,1.25647,7.149377,-,-,5.248344,-,-,-,18.11868,12.17022,169.8364,-,-,54.28812,415.013,15.71727,27.05203,32.66108,-,0.939156,-,-,-,9.190142,867.8411,1.136798,2.927052,5.424255,9.886707,-
Plate 1,mgh1_dual_24,Dual,24,M21,193,,Standard Curve Group 1,163.6549,18.6213,8.715598,332.3499,2.286222,-,16.7237,164.33,1.026603,5.619974,4.049946,2.817003,3.697859,-,2.104482,1.805104,2.428559,-,1.149347,9.510629,0.142102,-,5.177249,-,-,-,19.43665,13.74232,162.0563,17.77397,-,52.61651,373.2267,15.78732,27.91342,37.99593,-,1.063618,-,-,-,10.75658,872.0661,1.079709,3.049632,4.694022,8.363533,14.87627
Plate 1,mgh1_dual_24,Dual,24,M22,194,,Standard Curve Group 1,-,18.08636,8.287792,325.7953,2.052688,-,19.87746,137.1827,-,4.89055,3.426685,2.507435,3.525191,-,1.706507,1.753108,2.072465,-,1.107805,8.31946,0.173272,-,5.379794,-,-,-,17.11694,13.51608,152.0085,-,-,55.99163,377.1544,14.24837,27.38491,36.08128,-,0.857119,-,-,-,7.922844,920.9493,1.036149,2.747115,6.188402,9.587982,-
Plate 1,mgh1_dual_24,Dual,24,M23,195,,Standard Curve Group 1,-,16.33175,4.487206,327.4395,2.074553,-,15.4688,267.698,-,10.92541,3.858404,3.188358,5.54245,-,2.267945,1.611461,2.229021,0.511645,1.063633,14.93011,0.11636,-,5.768883,-,-,-,18.94316,10.80348,148.4359,-,-,57.4511,354.166,13.39272,27.6834,35.97802,-,1.023138,-,-,-,12.08927,913.8782,0.953888,2.735047,6.346272,9.08006,16.40491
Plate 1,mgh1_dual_24,Dual,24,M24,196,,Standard Curve Group 1,223.889,15.43574,10.36741,387.8208,2.684691,-,28.77562,287.3359,2.221581,13.53265,7.603625,4.69716,8.732843,6.727766,5.25274,28.40991,2.092043,0.462434,2.426797,34.86342,0.255982,-,9.94245,12.99868,-,-,16.89081,12.46141,224.3625,18.55291,3.078214,174.8979,587.5352,19.71758,30.5148,44.94947,-,2.331409,-,-,-,17.01196,1154.34,1.236463,6.270374,9.757074,12.76695,29.11615
Plate 1,mgh1_dual_27,Dual,27,N13,197,,Standard Curve Group 1,-,12.48589,6.849338,283.6198,2.179754,-,13.32045,453.4838,-,7.753098,3.988197,1.973111,4.152913,2.762205,1.480369,4.206843,0.8496,0.407448,1.109233,27.76808,0.246385,-,4.845366,-,-,-,17.35265,6.459574,104.5697,-,-,59.20513,261.698,10.21201,27.53983,31.71404,-,1.112625,-,-,-,14.79151,605.097,-,3.292994,4.743102,4.460404,25.03961
Plate 1,mgh1_dual_27,Dual,27,N14,198,,Standard Curve Group 1,-,12.15741,8.417362,311.2004,2.082601,-,13.7704,429.1329,-,7.343616,3.836296,3.383203,3.650929,3.233409,1.594067,6.73949,1.01392,-,1.153714,19.20867,-,-,5.599022,-,-,-,18.7593,7.890645,100.9996,-,-,60.79664,246.2999,11.18279,28.59633,32.11056,-,1.315056,-,-,-,8.668,706.8273,1.088387,2.961792,2.526559,7.208791,17.06523
Plate 1,mgh1_dual_27,Dual,27,N15,199,,Standard Curve Group 1,159.5306,15.32421,4.915196,333.904,2.278269,-,15.06999,342.5985,0.964891,7.735859,3.705234,2.864087,3.632914,2.904652,1.584373,6.190438,1.118678,-,1.167523,21.57043,0.197351,-,5.500923,-,-,-,20.89171,9.517839,148.5774,-,-,58.46435,299.2211,11.18499,26.8542,32.80752,-,1.468205,-,-,-,11.43179,814.7818,0.95756,3.118558,6.903632,7.527972,18.74772
Plate 1,mgh1_dual_27,Dual,27,N16,200,,Standard Curve Group 1,132.8008,20.22043,5.164308,319.7047,1.924916,61.30738,17.02609,142.6407,1.154435,8.439707,4.189979,2.498495,3.895322,-,1.668786,2.05988,2.101452,-,1.053325,4.701383,0.365491,-,-,-,-,-,19.36512,10.99042,131.2645,-,-,54.80114,323.7667,14.0971,29.78114,32.82042,-,0.761569,-,-,-,13.62936,803.9686,1.285611,2.778587,4.722945,7.912256,15.54518
Plate 1,mgh1_dual_27,Dual,27,N17,201,,Standard Curve Group 1,-,18.20494,8.214776,341.699,2.318697,-,15.87171,335.1522,1.173991,8.877645,3.59017,3.251361,5.082853,2.677241,1.866057,4.228022,1.676291,-,1.332086,19.85738,0.29236,-,5.405155,-,16.26345,-,18.80344,11.73493,147.4266,17.57844,-,64.03831,330.0069,14.60802,27.1808,39.73663,-,1.124203,-,-,-,14.40909,892.9863,1.070092,3.435126,5.080461,10.43882,20.27266
Plate 1,mgh1_dual_27,Dual,27,N18,202,,Standard Curve Group 1,124.9933,17.26668,5.265137,322.5815,2.042046,-,13.39091,314.4289,1.212426,8.649301,3.752849,2.353039,4.54551,-,2.081147,4.384664,1.986274,-,1.34025,19.19615,0.19247,-,5.218188,-,-,-,18.58867,10.42761,135.6788,-,-,59.80008,354.0163,12.45692,27.94297,35.83525,-,1.013791,-,-,-,10.8884,861.3751,1.18904,3.011122,6.815414,8.122523,31.32677
Plate 1,mgh1_dual_29,Dual,29,N19,203,,Standard Curve Group 1,158.2141,21.78108,7.428069,352.3221,2.029103,-,20.53773,578.6178,-,8.345219,5.067203,3.235511,5.749653,3.114007,2.348132,11.46727,2.091687,0.609607,1.153724,39.13074,0.217446,-,6.76814,-,-,-,19.04775,10.22866,167.3911,-,-,86.3189,489.6655,16.33204,27.81699,42.74114,-,1.268892,-,-,-,12.15601,995.9452,1.025585,3.604333,7.801617,10.15594,25.95561
Plate 1,mgh1_dual_29,Dual,29,N20,204,,Standard Curve Group 1,136.2431,22.24199,10.24046,324.0125,2.108102,-,17.6435,206.5957,1.259188,7.955826,3.668054,2.077855,5.128408,-,1.840309,3.122552,1.891724,0.436345,1.294932,11.46824,0.280215,-,5.049335,-,-,-,18.33475,12.79214,175.6107,-,-,57.93521,395.8786,14.7281,27.44402,31.96091,-,0.919067,-,-,-,12.83738,837.9122,1.274972,2.829756,4.338931,9.386109,19.16767
Plate 1,mgh1_dual_29,Dual,29,N21,205,,Standard Curve Group 1,-,10.90491,7.68558,277.8954,2.175729,-,8.687145,749.7476,-,5.269239,2.908972,2.050532,3.588971,-,1.789755,3.437718,0.583298,-,1.0694,40.189,-,-,5.054655,-,-,-,16.3937,3.228714,85.35693,-,-,60.96006,141.7707,9.747516,27.55446,24.61012,-,0.918,-,-,-,12.83977,429.911,0.746113,2.999229,2.087926,3.725522,31.49309
Plate 1,mgh1_dual_29,Dual,29,N22,206,,Standard Curve Group 1,165.7356,18.89831,6.870966,330.9281,1.998905,48.63291,14.55121,464.9766,1.111977,5.390118,5.023201,5.280397,5.313338,2.778877,1.853319,10.31573,1.927574,-,1.603365,17.40186,0.35293,-,-,-,-,-,18.25887,10.69106,149.2425,-,-,79.39178,430.4891,14.80115,29.03864,36.38495,-,2.388312,-,-,-,13.23402,990.901,1.03455,3.352626,2.727174,9.187644,49.18204
Plate 1,mgh1_dual_29,Dual,29,N23,207,,Standard Curve Group 1,179.4283,13.84821,4.957133,332.3147,2.063903,48.63613,10.15439,604.1004,-,7.076834,3.396025,3.28241,6.503887,2.746405,1.679899,6.497227,1.486935,-,1.270257,36.64109,0.12756,-,5.216889,-,-,-,17.27599,10.28328,135.7118,-,-,72.18089,381.5512,11.88187,27.8686,37.93223,-,1.246132,-,-,-,11.4059,900.0317,0.986228,2.893058,3.571139,11.0703,41.10036
Plate 1,mgh1_dual_29,Dual,29,N24,208,,Standard Curve Group 1,-,13.59151,2.172045,329.3716,2.006347,52.64216,13.31181,118.6677,-,1.560361,3.240536,2.475702,1.797635,-,1.385829,3.419496,1.525898,-,0.804517,3.621556,0.158414,-,-,-,-,-,20.6014,5.286011,119.9067,-,-,57.49917,268.7865,12.13704,30.14508,24.75109,-,0.610496,-,-,-,9.536863,773.7179,-,2.174142,4.28467,7.982147,58.85673
Plate 1,mgh1_dual_31,Dual,31,O13,209,,Standard Curve Group 1,865.652,8.100653,11.2573,-,2.090764,71.78423,8.058529,34.54137,1.210633,3.674679,3.868755,-,3.239866,-,1.851638,0.611113,1.661267,-,1.658691,44.54858,-,10.69853,-,-,13.96584,-,20.7872,-,206.7636,33.32354,-,46.83327,497.9304,6.975548,28.1525,-,-,0.207566,-,-,-,11.52561,-,0.781792,-,2.900007,34.72571,31.17231
Plate 1,mgh1_dual_31,Dual,31,O14,210,,Standard Curve Group 1,-,31.63815,-,289.1235,1.69228,102.3648,10.13208,288.2314,-,4.591127,4.128875,5.913998,11.40531,3.374094,-,4.66812,0.634657,-,0.751784,2.919672,0.80405,-,-,-,-,-,26.21464,-,101.2225,20.17675,-,-,375.685,9.909298,27.08245,-,-,0.588332,-,-,-,13.38171,682.0569,1.413494,2.208992,12.31517,8.079389,15.164
Plate 1,mgh1_dual_31,Dual,31,O15,211,,Standard Curve Group 1,-,12.20923,-,505.1725,-,85.35383,-,406.7946,-,5.971577,1.812422,4.578787,4.912105,-,0.471276,-,1.780141,0.672959,1.075459,14.92417,-,11.0215,-,10.22493,20.23746,-,22.31489,9.691062,274.1846,24.86769,-,61.69505,244.7752,-,27.91063,-,-,0.96839,-,-,-,16.73265,408.7655,-,1.926705,-,-,14.93201
Plate 1,mgh1_dual_31,Dual,31,O16,212,,Standard Curve Group 1,165.9319,-,164.3957,264.1426,1.028628,-,-,132.2569,4.479979,-,2.683439,-,2.194558,-,1.58979,2.336082,-,0.441427,1.410626,6.064038,-,11.90067,-,-,32.70689,-,-,-,122.4327,34.16269,-,32.74884,332.2613,-,26.20725,20.82353,-,-,-,-,-,16.34249,1102.008,2.85152,2.910765,6.339069,6.559795,-
Plate 1,mgh1_dual_31,Dual,31,O17,213,,Standard Curve Group 1,119.6082,14.17525,16.58589,391.4555,2.884875,-,10.44879,235.7127,-,12.55891,2.260676,1.573104,4.402582,4.242583,2.552366,6.040685,3.4244,-,2.623662,19.05487,-,-,-,-,-,-,19.01749,12.93338,222.0716,-,1.87732,61.53126,241.8236,10.84377,24.37746,25.93011,-,-,-,-,-,7.3352,834.261,1.121702,2.323091,3.560469,7.979354,-
Plate 1,mgh1_dual_31,Dual,31,O18,214,,Standard Curve Group 1,-,18.91958,9.3394,174.1675,2.029546,-,23.93379,355.9877,2.204991,9.885875,3.711859,-,3.270054,3.219108,1.12943,4.44628,3.599195,-,1.344224,4.818585,0.475744,-,-,11.95128,21.18814,-,15.6378,3.665194,181.4312,-,-,49.30885,357.1369,11.35495,30.42687,-,-,0.599016,-,-,-,10.14081,862.8462,1.172427,5.151145,2.351599,3.50295,36.61674
Plate 1,mgh2_msc_03,MSC,3,A6,14,,Standard Curve Group 1,-,19.47841,6.002287,350.7385,2.514718,99.27542,42.03431,38.55636,1.536954,3.631583,4.472772,3.142256,5.300218,7.795544,3.517185,2.297527,1.996608,0.623229,14.97784,1.805783,1.140296,15.76707,-,-,14.66159,16.92327,16.17415,13.11142,166.7635,-,-,63.35559,596.4124,16.6889,28.18172,23.50299,-,0.891916,-,-,-,9.39534,1201.595,1.02341,4.251903,-,17.22989,26.03784
Plate 1,mgh2_msc_03,MSC,3,A7,15,,Standard Curve Group 1,175.9032,21.97861,10.28869,350.0463,2.110171,68.62879,23.75881,75.71313,1.257635,8.120184,7.587026,4.906143,5.915309,3.327419,1.660132,8.830624,2.755294,1.256789,5.792067,6.856805,0.120341,-,9.139034,10.25621,-,16.72751,20.13922,9.240107,215.2197,-,-,70.65071,439.1198,13.43968,29.07731,45.98766,-,1.731864,-,-,-,9.709257,1082.341,1.54151,2.946555,9.087747,9.887599,25.23242
Plate 1,mgh2_msc_03,MSC,3,A8,16,,Standard Curve Group 1,248.6463,19.37941,10.63268,332.7012,2.537606,-,7.529335,169.2878,-,12.34907,4.132559,6.270232,7.161252,4.872477,2.276178,5.312938,2.149464,-,3.660066,6.199905,0.324154,-,8.173941,9.527896,-,-,21.3536,15.05244,216.699,-,-,63.73818,458.2516,10.55306,30.25361,38.23913,-,0.876876,-,-,-,23.00664,868.5233,1.373079,4.475496,6.702502,10.88509,22.22927
Plate 1,mgh2_msc_05,MSC,5,B6,20,,Standard Curve Group 1,261.6463,18.58732,14.7858,386.4232,2.487631,81.7994,32.64619,73.1137,35.33359,5.098023,5.335152,113.1458,4.730292,3442.181,2.545112,2.85257,3.075959,0.768341,3.522308,3.077184,32.40323,-,7.468197,-,-,-,21.29709,14.6547,238.1167,26.70077,488.6895,68.11896,582.7681,16.39751,32.38587,45.72924,-,63.69747,-,-,-,12.42205,1157.242,2.220236,5.435295,6.410174,15.61153,36.02781
Plate 1,mgh2_msc_05,MSC,5,B7,21,,Standard Curve Group 1,196.7761,15.39107,11.37484,330.5045,2.641043,-,17.73195,48.24989,1.278879,5.961897,4.523677,3.932975,4.659762,2.771587,1.971689,1.772107,1.767285,0.474614,2.095465,1.483603,0.236418,-,7.953097,-,-,-,17.26786,8.02604,182.8852,-,-,48.22373,412.1374,11.24499,28.88785,36.58159,-,0.558071,-,-,-,9.090722,800.7062,1.08613,3.41033,5.363546,10.90071,22.19375
Plate 1,mgh2_msc_05,MSC,5,B8,22,,Standard Curve Group 1,143.2616,16.57312,13.88657,345.5822,2.350412,-,17.31803,56.58891,0.994036,8.131256,4.153916,3.182918,6.06908,2.758892,1.953208,1.845674,2.652067,0.482969,1.83064,2.496887,-,-,-,-,13.48074,-,16.00794,10.50603,194.9932,19.98161,-,57.64339,542.0811,11.77211,29.83604,23.22841,-,0.530759,-,-,-,9.147712,912.7095,1.105281,2.597864,4.520054,11.39853,19.20312
Plate 1,mgh2_msc_10,MSC,10,C6,26,,Standard Curve Group 1,165.359,17.64691,7.988636,350.5946,2.476154,-,23.49021,154.712,1.084571,11.14992,6.710356,4.251424,5.490106,2.572574,2.51238,4.634007,2.255008,-,1.651992,7.771101,0.148296,-,-,-,16.95641,-,19.68223,13.33707,191.8422,20.47902,-,70.28512,434.9665,16.27917,27.2911,40.34575,-,1.091586,-,-,-,12.84399,861.7169,1.369117,4.068362,8.971097,11.52752,23.91332
Plate 1,mgh2_msc_10,MSC,10,C7,27,,Standard Curve Group 1,143.5271,17.91773,8.246885,343.8822,2.386825,-,16.52021,111.0667,1.176263,8.126729,5.594133,2.219909,4.906631,2.778249,2.638751,4.182265,2.714904,-,1.856518,4.959716,0.180989,-,7.723424,-,13.40331,-,16.73556,12.3076,181.3779,-,-,74.93958,508.2418,13.16301,31.06231,59.10423,-,0.967121,-,-,-,13.01317,1056.1,0.869883,3.769406,6.365676,10.47817,15.2175
Plate 1,mgh2_msc_10,MSC,10,C8,28,,Standard Curve Group 1,177.1288,15.99201,7.002626,347.4313,2.220852,-,18.12193,67.06363,0.915401,11.07479,5.338604,3.278453,4.53589,2.853379,1.81492,3.419341,2.297101,-,1.788165,3.481286,0.344061,-,6.86036,-,12.74983,-,20.0646,13.24416,174.6832,19.58234,-,65.33889,462.815,13.1499,29.50314,41.39384,-,1.011063,-,-,-,13.88495,1007.784,1.617703,3.062495,5.215893,7.961877,17.92491
Plate 1,mgh2_msc_12,MSC,12,D6,32,,Standard Curve Group 1,190.3805,16.02409,3.82759,351.6823,1.988955,-,15.4548,131.0511,1.33453,1.926986,4.035676,2.696612,7.353186,4.600263,2.330685,4.345325,1.408427,0.742429,1.868623,11.99653,0.430374,-,-,-,-,-,21.24554,5.969524,177.8184,-,-,55.77158,341.542,14.98798,29.65442,28.8973,-,1.576586,-,-,-,12.16845,662.5596,1.553086,3.849896,4.701764,5.261422,26.10156
Plate 1,mgh2_msc_12,MSC,12,D7,33,,Standard Curve Group 1,128.3053,16.75859,5.573775,347.9694,2.322617,-,20.27176,47.22925,1.485566,6.992941,5.302514,2.81288,5.320695,2.829103,2.327771,2.810187,2.346037,-,1.874917,2.281574,-,-,-,-,-,-,19.65481,14.13571,186.2914,-,-,60.49939,444.7699,15.39456,28.82335,36.74423,-,1.147302,-,-,-,13.44051,937.5627,1.158157,3.94027,5.626493,11.22847,23.81859
Plate 1,mgh2_msc_12,MSC,12,D8,34,,Standard Curve Group 1,207.7361,16.16228,8.417024,355.3653,2.267062,-,14.59236,66.71098,1.438308,7.046999,5.349915,3.59287,4.520739,-,1.848969,1.9794,1.978968,-,1.567886,4.02826,0.265466,-,-,-,12.648,-,20.32747,12.12482,182.6246,-,-,55.50349,474.6528,12.06467,27.50002,35.80089,-,1.079786,-,-,-,10.41901,891.0817,1.055598,3.464581,5.186535,12.6488,25.44304
Plate 1,mgh2_msc_15,MSC,15,E6,38,,Standard Curve Group 1,154.2209,13.47555,6.535393,376.5583,2.349739,-,15.67529,76.72201,1.601842,7.72791,4.408688,2.347923,3.949243,2.786097,1.857899,1.510201,2.163256,-,1.837557,2.797557,0.307396,-,7.396996,-,-,-,22.87174,8.139682,206.5695,-,-,51.1004,447.9034,11.06274,27.54954,35.3089,-,0.860998,-,-,-,11.59252,1046.71,1.229201,3.189251,7.827501,10.21855,24.19281
Plate 1,mgh2_msc_15,MSC,15,E7,39,,Standard Curve Group 1,-,13.37385,8.486165,356.931,2.255158,-,16.33337,53.90534,0.856176,9.106734,5.20338,3.576963,5.800018,3.110589,1.76976,2.491456,2.103792,-,1.653852,2.567075,0.214425,-,6.815529,-,12.49185,-,19.78012,9.811043,172.2991,-,-,55.70227,334.1128,11.03812,28.70303,38.62352,-,0.805415,-,-,-,9.826086,834.7668,1.341745,3.657056,5.399713,9.730249,24.94138
Plate 1,mgh2_msc_15,MSC,15,E8,40,,Standard Curve Group 1,138.6901,15.25953,7.559929,355.4594,1.886558,-,17.72854,44.46834,1.664684,5.185003,5.314894,3.000785,5.285308,2.678812,1.748113,1.654482,1.740488,0.79591,1.478823,1.866354,0.240422,-,6.144806,-,-,-,20.23864,11.22733,188.0684,-,-,53.15058,459.5752,11.69431,25.66971,33.87377,-,0.865362,-,-,-,11.10025,912.8952,1.176608,3.475531,5.383954,10.74241,25.34971
Plate 1,mgh2_msc_17,MSC,17,F6,44,,Standard Curve Group 1,212.009,20.36014,12.08561,388.7518,2.355403,-,19.46533,179.2579,1.091115,10.46342,5.146618,2.906613,8.693244,3.326024,2.015284,4.954623,1.692851,1.142614,1.620642,6.15577,0.255103,-,7.847582,-,16.89759,-,22.24559,11.41324,219.7311,-,-,64.96056,460.9083,14.95081,28.6288,47.90883,-,1.401073,-,-,-,7.760545,968.4416,1.299964,4.249514,5.081879,13.61535,27.46541
Plate 1,mgh2_msc_17,MSC,17,F7,45,,Standard Curve Group 1,182.5092,16.60683,10.59671,374.3895,1.774393,-,20.61956,107.72,1.612506,13.67271,5.450149,4.106268,6.596566,5.295987,2.400927,5.178986,1.680982,-,1.869849,5.462832,0.222841,-,7.129544,-,-,-,18.69244,10.99756,221.1722,19.82431,2.298013,73.23505,599.3061,15.98597,29.89475,46.73181,-,0.903108,-,-,-,14.21946,1008.19,1.522539,4.467807,9.219279,8.855651,31.74004
Plate 1,mgh2_msc_17,MSC,17,F8,46,,Standard Curve Group 1,262.8582,20.13833,13.74596,427.115,3.248719,-,32.00136,90.72771,1.92972,12.01543,12.12631,4.922977,11.01082,6.498737,3.833637,7.038744,2.475583,0.727843,3.907514,4.441951,0.506976,-,9.414958,-,18.47875,20.20636,22.39937,16.12041,370.8311,34.21625,2.811395,107.253,599.4229,18.75724,31.00031,57.77307,-,1.521216,-,-,-,19.64611,1292.662,1.546864,5.649827,7.159542,16.63416,42.57987
Plate 1,mgh2_msc_19,MSC,19,G6,50,,Standard Curve Group 1,142.2561,15.32425,5.414456,342.4695,2.045379,48.13528,15.75757,146.495,0.94128,10.61491,5.285838,2.557357,5.828994,2.577737,1.698973,2.19839,1.909413,0.630998,1.518512,5.485187,-,-,5.932783,-,-,-,19.65573,14.3602,187.8911,-,-,55.06314,408.674,13.06727,30.41374,41.36777,-,0.758574,-,-,-,11.46606,867.5203,1.258591,3.190862,5.791794,10.10524,19.80553
Plate 1,mgh2_msc_19,MSC,19,G7,51,,Standard Curve Group 1,119.9524,15.29544,9.32686,338.979,2.29535,-,16.32716,148.7658,0.930994,9.203749,4.883045,3.604845,5.06659,3.033152,2.058002,4.319054,1.97454,0.379379,1.498646,9.438397,0.205661,-,6.004637,-,13.12907,-,19.44939,12.08647,162.8198,-,-,61.62483,405.6637,12.10408,26.7378,40.00527,-,0.951236,-,-,-,11.1761,921.8986,1.216479,3.197393,3.879959,9.316164,19.556
Plate 1,mgh2_msc_19,MSC,19,G8,52,,Standard Curve Group 1,129.5913,13.81271,8.40553,340.7743,2.276281,50.15326,12.45835,132.7307,1.001831,6.834861,4.877711,3.064406,3.841687,2.879888,1.561125,2.067655,1.605922,-,1.207314,5.783521,0.243234,-,5.059019,-,-,-,18.7471,10.42244,153.1322,-,-,49.97275,289.911,11.15077,27.67791,38.1423,-,0.813532,-,-,-,11.40178,801.4646,1.10341,2.831176,6.301848,8.871554,15.50343
Plate 1,mgh2_msc_22,MSC,22,H6,56,,Standard Curve Group 1,-,-,-,223.4916,1.181923,-,-,-,-,1.735799,0.255478,0.807316,-,-,-,-,0.061999,-,-,-,0.23281,-,-,-,-,-,15.80355,-,-,-,-,-,-,-,24.43042,-,-,-,-,-,-,7.52884,-,-,-,1.875189,-,-
Plate 1,mgh2_msc_22,MSC,22,H7,57,,Standard Curve Group 1,-,-,4.122823,241.2869,0.858685,-,-,-,-,3.671849,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.5695,0.390793,-,-,-,-,-,-,21.61014,-,-,-,-,-,-,7.312604,-,-,-,0.846314,-,-
Plate 1,mgh2_msc_22,MSC,22,H8,58,,Standard Curve Group 1,-,-,3.859365,246.7969,0.957537,-,-,-,-,1.364365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.84592,-,-,-,-,-,-,-,24.08888,-,-,-,-,-,-,7.307434,-,-,-,4.569018,-,-
Plate 1,mgh2_dual_03,Dual,3,A3,11,,Standard Curve Group 1,292.4557,22.71046,10.1912,405.5107,2.97556,59.6926,24.56443,61.79702,1.22399,11.04215,8.759978,5.237183,9.86902,2.868831,2.261933,69.03874,1.732597,0.717074,32.42728,6.018558,1.645402,-,10.82221,-,17.41607,-,18.97714,10.59745,184.5459,20.45729,-,62.83542,481.2894,14.7626,31.48928,32.00857,-,0.946128,-,-,-,15.84484,939.5914,2.265113,5.370022,12.91429,12.75405,44.48673
Plate 1,mgh2_dual_03,Dual,3,A4,12,,Standard Curve Group 1,173.8089,18.51678,2.04116,374.3251,2.662975,64.44286,19.96201,45.29401,1.523751,4.510203,5.942237,3.808444,3.454126,4.943315,2.11238,5.180352,2.916508,0.689997,12.28707,3.472252,0.41123,-,-,-,-,-,19.56035,14.97935,199.3461,21.00143,-,50.43253,442.6292,13.29869,26.07121,32.38795,-,1.094759,-,-,-,6.041425,1005.638,1.706095,4.402527,2.35748,10.47468,28.74012
Plate 1,mgh2_dual_03,Dual,3,A5,13,,Standard Curve Group 1,-,20.98848,7.481806,385.3247,1.804889,-,25.23493,23.22724,1.80008,10.14481,5.136947,2.744639,8.078416,3.998597,2.561753,1.498762,3.228567,-,28.63274,0.520373,1.552557,-,5.828717,14.18304,-,-,20.06483,9.888848,249.4116,24.17637,-,75.8608,478.9302,11.43219,31.59407,50.07552,-,0.77146,-,-,-,18.94309,954.2879,1.039513,6.520769,10.62379,16.1376,50.7996
Plate 1,mgh2_dual_05,Dual,5,B3,17,,Standard Curve Group 1,176.8282,16.50985,6.514193,363.1806,2.644572,49.93534,22.58941,76.93514,1.619309,10.46051,6.601409,5.348033,6.104376,4.294432,2.395316,3.921073,2.325207,0.687869,2.572553,3.756931,0.436715,-,6.826979,-,-,-,21.77213,12.40083,232.8522,-,-,67.03183,491.5112,13.85682,29.1274,47.28953,-,0.987972,-,-,-,15.69324,1012.215,1.260493,4.609498,6.611233,11.30924,18.7799
